MSOA,Attribute,Value,%,,MSOA,Attribute,Value,,
E02001983,Feel Safe - Night Time,,82.93%,,E02001983,Feel Safe - Night Time,TRUETRUE,,
E02001984,Feel Safe - Night Time,,98.63%,,E02001984,Feel Safe - Night Time,TRUETRUE,,
E02001985,Feel Safe - Night Time,,53.33%,,E02001985,Feel Safe - Night Time,TRUETRUE,,
E02001986,Feel Safe - Night Time,,50.00%,,E02001986,Feel Safe - Night Time,TRUETRUE,,
E02001987,Feel Safe - Night Time,,73.33%,,E02001987,Feel Safe - Night Time,TRUETRUE,,
E02001988,Feel Safe - Night Time,,63.73%,,E02001988,Feel Safe - Night Time,TRUETRUE,,
E02001989,Feel Safe - Night Time,,69.64%,,E02001989,Feel Safe - Night Time,TRUETRUE,,
E02001990,Feel Safe - Night Time,,77.55%,,E02001990,Feel Safe - Night Time,TRUETRUE,,
E02001991,Feel Safe - Night Time,,85.06%,,E02001991,Feel Safe - Night Time,TRUETRUE,,
E02001992,Feel Safe - Night Time,,54.69%,,E02001992,Feel Safe - Night Time,TRUETRUE,,
E02001993,Feel Safe - Night Time,,82.46%,,E02001993,Feel Safe - Night Time,TRUETRUE,,
E02001994,Feel Safe - Night Time,,94.81%,,E02001994,Feel Safe - Night Time,TRUETRUE,,
E02001995,Feel Safe - Night Time,,79.41%,,E02001995,Feel Safe - Night Time,TRUETRUE,,
E02001996,Feel Safe - Night Time,,62.03%,,E02001996,Feel Safe - Night Time,TRUETRUE,,
E02001997,Feel Safe - Night Time,,97.56%,,E02001997,Feel Safe - Night Time,TRUETRUE,,
E02001998,Feel Safe - Night Time,,83.87%,,E02001998,Feel Safe - Night Time,TRUETRUE,,
E02001999,Feel Safe - Night Time,,56.98%,,E02001999,Feel Safe - Night Time,TRUETRUE,,
E02006805,Feel Safe - Night Time,,60.27%,,E02006805,Feel Safe - Night Time,TRUETRUE,,
E08000026,Feel Safe - Night Time,,73.98%,,,,,,
E02001958,Health Deprivation and Disability Score,0.36,,,E02001958,Health Deprivation and Disability Score,TRUETRUE,,
E02001959,Health Deprivation and Disability Score,0.07,,,E02001959,Health Deprivation and Disability Score,TRUETRUE,,
E02001961,Health Deprivation and Disability Score,0.96,,,E02001961,Health Deprivation and Disability Score,TRUETRUE,,
E02001962,Health Deprivation and Disability Score,0.68,,,E02001962,Health Deprivation and Disability Score,TRUETRUE,,
E02001963,Health Deprivation and Disability Score,0.29,,,E02001963,Health Deprivation and Disability Score,TRUETRUE,,
E02001964,Health Deprivation and Disability Score,1.22,,,E02001964,Health Deprivation and Disability Score,TRUETRUE,,
E02001965,Health Deprivation and Disability Score,0.07,,,E02001965,Health Deprivation and Disability Score,TRUETRUE,,
E02001966,Health Deprivation and Disability Score,0.67,,,E02001966,Health Deprivation and Disability Score,TRUETRUE,,
E02001967,Health Deprivation and Disability Score,-0.14,,,E02001967,Health Deprivation and Disability Score,TRUETRUE,,
E02001968,Health Deprivation and Disability Score,0.21,,,E02001968,Health Deprivation and Disability Score,TRUETRUE,,
E02001969,Health Deprivation and Disability Score,0.79,,,E02001969,Health Deprivation and Disability Score,TRUETRUE,,
E02001970,Health Deprivation and Disability Score,0.14,,,E02001970,Health Deprivation and Disability Score,TRUETRUE,,
E02001971,Health Deprivation and Disability Score,0.05,,,E02001971,Health Deprivation and Disability Score,TRUETRUE,,
E02001972,Health Deprivation and Disability Score,1.11,,,E02001972,Health Deprivation and Disability Score,TRUETRUE,,
E02001973,Health Deprivation and Disability Score,0.79,,,E02001973,Health Deprivation and Disability Score,TRUETRUE,,
E02001974,Health Deprivation and Disability Score,-0.17,,,E02001974,Health Deprivation and Disability Score,TRUETRUE,,
E02001975,Health Deprivation and Disability Score,-0.06,,,E02001975,Health Deprivation and Disability Score,TRUETRUE,,
E02001976,Health Deprivation and Disability Score,0.58,,,E02001976,Health Deprivation and Disability Score,TRUETRUE,,
E02001977,Health Deprivation and Disability Score,0.94,,,E02001977,Health Deprivation and Disability Score,TRUETRUE,,
E02001978,Health Deprivation and Disability Score,0.04,,,E02001978,Health Deprivation and Disability Score,TRUETRUE,,
E02001979,Health Deprivation and Disability Score,-0.25,,,E02001979,Health Deprivation and Disability Score,TRUETRUE,,
E02001980,Health Deprivation and Disability Score,-0.50,,,E02001980,Health Deprivation and Disability Score,TRUETRUE,,
E02001981,Health Deprivation and Disability Score,0.95,,,E02001981,Health Deprivation and Disability Score,TRUETRUE,,
E02001982,Health Deprivation and Disability Score,-0.08,,,E02001982,Health Deprivation and Disability Score,TRUETRUE,,
E02001983,Health Deprivation and Disability Score,-0.07,,,E02001983,Health Deprivation and Disability Score,TRUETRUE,,
E02001984,Health Deprivation and Disability Score,0.32,,,E02001984,Health Deprivation and Disability Score,TRUETRUE,,
E02001985,Health Deprivation and Disability Score,0.48,,,E02001985,Health Deprivation and Disability Score,TRUETRUE,,
E02001986,Health Deprivation and Disability Score,0.83,,,E02001986,Health Deprivation and Disability Score,TRUETRUE,,
E02001987,Health Deprivation and Disability Score,0.19,,,E02001987,Health Deprivation and Disability Score,TRUETRUE,,
E02001988,Health Deprivation and Disability Score,0.80,,,E02001988,Health Deprivation and Disability Score,TRUETRUE,,
E02001989,Health Deprivation and Disability Score,0.17,,,E02001989,Health Deprivation and Disability Score,TRUETRUE,,
E02001990,Health Deprivation and Disability Score,-0.25,,,E02001990,Health Deprivation and Disability Score,TRUETRUE,,
E02001991,Health Deprivation and Disability Score,-0.23,,,E02001991,Health Deprivation and Disability Score,TRUETRUE,,
E02001992,Health Deprivation and Disability Score,0.73,,,E02001992,Health Deprivation and Disability Score,TRUETRUE,,
E02001993,Health Deprivation and Disability Score,0.59,,,E02001993,Health Deprivation and Disability Score,TRUETRUE,,
E02001994,Health Deprivation and Disability Score,0.06,,,E02001994,Health Deprivation and Disability Score,TRUETRUE,,
E02001995,Health Deprivation and Disability Score,0.30,,,E02001995,Health Deprivation and Disability Score,TRUETRUE,,
E02001996,Health Deprivation and Disability Score,1.49,,,E02001996,Health Deprivation and Disability Score,TRUETRUE,,
E02001997,Health Deprivation and Disability Score,-0.44,,,E02001997,Health Deprivation and Disability Score,TRUETRUE,,
E02001998,Health Deprivation and Disability Score,-0.37,,,E02001998,Health Deprivation and Disability Score,TRUETRUE,,
E02001999,Health Deprivation and Disability Score,-0.07,,,E02001999,Health Deprivation and Disability Score,TRUETRUE,,
E02006805,Health Deprivation and Disability Score,0.58,,,E02006805,Health Deprivation and Disability Score,TRUETRUE,,
E08000026,Health Deprivation and Disability Score,0.33,,,,,,,
E02001958,IDACI (Income Deprivation Affecting Children Index) Score (rate),,4.33%,,E02001958,IDACI (Income Deprivation Affecting Children Index) Score (rate),TRUETRUE,,
E02001959,IDACI (Income Deprivation Affecting Children Index) Score (rate),,3.21%,,E02001959,IDACI (Income Deprivation Affecting Children Index) Score (rate),TRUETRUE,,
E02001961,IDACI (Income Deprivation Affecting Children Index) Score (rate),,8.10%,,E02001961,IDACI (Income Deprivation Affecting Children Index) Score (rate),TRUETRUE,,
E02001962,IDACI (Income Deprivation Affecting Children Index) Score (rate),,8.06%,,E02001962,IDACI (Income Deprivation Affecting Children Index) Score (rate),TRUETRUE,,
E02001963,IDACI (Income Deprivation Affecting Children Index) Score (rate),,2.30%,,E02001963,IDACI (Income Deprivation Affecting Children Index) Score (rate),TRUETRUE,,
E02001964,IDACI (Income Deprivation Affecting Children Index) Score (rate),,12.64%,,E02001964,IDACI (Income Deprivation Affecting Children Index) Score (rate),TRUETRUE,,
E02001965,IDACI (Income Deprivation Affecting Children Index) Score (rate),,2.99%,,E02001965,IDACI (Income Deprivation Affecting Children Index) Score (rate),TRUETRUE,,
E02001966,IDACI (Income Deprivation Affecting Children Index) Score (rate),,8.90%,,E02001966,IDACI (Income Deprivation Affecting Children Index) Score (rate),TRUETRUE,,
E02001967,IDACI (Income Deprivation Affecting Children Index) Score (rate),,1.31%,,E02001967,IDACI (Income Deprivation Affecting Children Index) Score (rate),TRUETRUE,,
E02001968,IDACI (Income Deprivation Affecting Children Index) Score (rate),,5.36%,,E02001968,IDACI (Income Deprivation Affecting Children Index) Score (rate),TRUETRUE,,
E02001969,IDACI (Income Deprivation Affecting Children Index) Score (rate),,5.19%,,E02001969,IDACI (Income Deprivation Affecting Children Index) Score (rate),TRUETRUE,,
E02001970,IDACI (Income Deprivation Affecting Children Index) Score (rate),,2.51%,,E02001970,IDACI (Income Deprivation Affecting Children Index) Score (rate),TRUETRUE,,
E02001971,IDACI (Income Deprivation Affecting Children Index) Score (rate),,2.15%,,E02001971,IDACI (Income Deprivation Affecting Children Index) Score (rate),TRUETRUE,,
E02001972,IDACI (Income Deprivation Affecting Children Index) Score (rate),,9.54%,,E02001972,IDACI (Income Deprivation Affecting Children Index) Score (rate),TRUETRUE,,
E02001973,IDACI (Income Deprivation Affecting Children Index) Score (rate),,6.31%,,E02001973,IDACI (Income Deprivation Affecting Children Index) Score (rate),TRUETRUE,,
E02001974,IDACI (Income Deprivation Affecting Children Index) Score (rate),,2.02%,,E02001974,IDACI (Income Deprivation Affecting Children Index) Score (rate),TRUETRUE,,
E02001975,IDACI (Income Deprivation Affecting Children Index) Score (rate),,2.44%,,E02001975,IDACI (Income Deprivation Affecting Children Index) Score (rate),TRUETRUE,,
E02001976,IDACI (Income Deprivation Affecting Children Index) Score (rate),,3.58%,,E02001976,IDACI (Income Deprivation Affecting Children Index) Score (rate),TRUETRUE,,
E02001977,IDACI (Income Deprivation Affecting Children Index) Score (rate),,4.62%,,E02001977,IDACI (Income Deprivation Affecting Children Index) Score (rate),TRUETRUE,,
E02001978,IDACI (Income Deprivation Affecting Children Index) Score (rate),,3.33%,,E02001978,IDACI (Income Deprivation Affecting Children Index) Score (rate),TRUETRUE,,
E02001979,IDACI (Income Deprivation Affecting Children Index) Score (rate),,1.25%,,E02001979,IDACI (Income Deprivation Affecting Children Index) Score (rate),TRUETRUE,,
E02001980,IDACI (Income Deprivation Affecting Children Index) Score (rate),,0.74%,,E02001980,IDACI (Income Deprivation Affecting Children Index) Score (rate),TRUETRUE,,
E02001981,IDACI (Income Deprivation Affecting Children Index) Score (rate),,7.98%,,E02001981,IDACI (Income Deprivation Affecting Children Index) Score (rate),TRUETRUE,,
E02001982,IDACI (Income Deprivation Affecting Children Index) Score (rate),,2.19%,,E02001982,IDACI (Income Deprivation Affecting Children Index) Score (rate),TRUETRUE,,
E02001983,IDACI (Income Deprivation Affecting Children Index) Score (rate),,2.27%,,E02001983,IDACI (Income Deprivation Affecting Children Index) Score (rate),TRUETRUE,,
E02001984,IDACI (Income Deprivation Affecting Children Index) Score (rate),,2.81%,,E02001984,IDACI (Income Deprivation Affecting Children Index) Score (rate),TRUETRUE,,
E02001985,IDACI (Income Deprivation Affecting Children Index) Score (rate),,3.39%,,E02001985,IDACI (Income Deprivation Affecting Children Index) Score (rate),TRUETRUE,,
E02001986,IDACI (Income Deprivation Affecting Children Index) Score (rate),,6.50%,,E02001986,IDACI (Income Deprivation Affecting Children Index) Score (rate),TRUETRUE,,
E02001987,IDACI (Income Deprivation Affecting Children Index) Score (rate),,1.82%,,E02001987,IDACI (Income Deprivation Affecting Children Index) Score (rate),TRUETRUE,,
E02001988,IDACI (Income Deprivation Affecting Children Index) Score (rate),,2.23%,,E02001988,IDACI (Income Deprivation Affecting Children Index) Score (rate),TRUETRUE,,
E02001989,IDACI (Income Deprivation Affecting Children Index) Score (rate),,2.89%,,E02001989,IDACI (Income Deprivation Affecting Children Index) Score (rate),TRUETRUE,,
E02001990,IDACI (Income Deprivation Affecting Children Index) Score (rate),,1.38%,,E02001990,IDACI (Income Deprivation Affecting Children Index) Score (rate),TRUETRUE,,
E02001991,IDACI (Income Deprivation Affecting Children Index) Score (rate),,0.77%,,E02001991,IDACI (Income Deprivation Affecting Children Index) Score (rate),TRUETRUE,,
E02001992,IDACI (Income Deprivation Affecting Children Index) Score (rate),,8.50%,,E02001992,IDACI (Income Deprivation Affecting Children Index) Score (rate),TRUETRUE,,
E02001993,IDACI (Income Deprivation Affecting Children Index) Score (rate),,5.26%,,E02001993,IDACI (Income Deprivation Affecting Children Index) Score (rate),TRUETRUE,,
E02001994,IDACI (Income Deprivation Affecting Children Index) Score (rate),,2.08%,,E02001994,IDACI (Income Deprivation Affecting Children Index) Score (rate),TRUETRUE,,
E02001995,IDACI (Income Deprivation Affecting Children Index) Score (rate),,3.24%,,E02001995,IDACI (Income Deprivation Affecting Children Index) Score (rate),TRUETRUE,,
E02001996,IDACI (Income Deprivation Affecting Children Index) Score (rate),,10.42%,,E02001996,IDACI (Income Deprivation Affecting Children Index) Score (rate),TRUETRUE,,
E02001997,IDACI (Income Deprivation Affecting Children Index) Score (rate),,1.22%,,E02001997,IDACI (Income Deprivation Affecting Children Index) Score (rate),TRUETRUE,,
E02001998,IDACI (Income Deprivation Affecting Children Index) Score (rate),,0.87%,,E02001998,IDACI (Income Deprivation Affecting Children Index) Score (rate),TRUETRUE,,
E02001999,IDACI (Income Deprivation Affecting Children Index) Score (rate),,0.89%,,E02001999,IDACI (Income Deprivation Affecting Children Index) Score (rate),TRUETRUE,,
E02006805,IDACI (Income Deprivation Affecting Children Index) Score (rate),,6.32%,,E02006805,IDACI (Income Deprivation Affecting Children Index) Score (rate),TRUETRUE,,
E08000026,IDACI (Income Deprivation Affecting Children Index) Score (rate),,4.14%,,,,,,
E02001958,IDAOPI (Income Deprivation Affecting Older People) Score (rate),,4.37%,,E02001958,IDAOPI (Income Deprivation Affecting Older People) Score (rate),TRUETRUE,,
E02001959,IDAOPI (Income Deprivation Affecting Older People) Score (rate),,3.05%,,E02001959,IDAOPI (Income Deprivation Affecting Older People) Score (rate),TRUETRUE,,
E02001961,IDAOPI (Income Deprivation Affecting Older People) Score (rate),,5.49%,,E02001961,IDAOPI (Income Deprivation Affecting Older People) Score (rate),TRUETRUE,,
E02001962,IDAOPI (Income Deprivation Affecting Older People) Score (rate),,4.20%,,E02001962,IDAOPI (Income Deprivation Affecting Older People) Score (rate),TRUETRUE,,
E02001963,IDAOPI (Income Deprivation Affecting Older People) Score (rate),,3.90%,,E02001963,IDAOPI (Income Deprivation Affecting Older People) Score (rate),TRUETRUE,,
E02001964,IDAOPI (Income Deprivation Affecting Older People) Score (rate),,5.95%,,E02001964,IDAOPI (Income Deprivation Affecting Older People) Score (rate),TRUETRUE,,
E02001965,IDAOPI (Income Deprivation Affecting Older People) Score (rate),,3.53%,,E02001965,IDAOPI (Income Deprivation Affecting Older People) Score (rate),TRUETRUE,,
E02001966,IDAOPI (Income Deprivation Affecting Older People) Score (rate),,4.68%,,E02001966,IDAOPI (Income Deprivation Affecting Older People) Score (rate),TRUETRUE,,
E02001967,IDAOPI (Income Deprivation Affecting Older People) Score (rate),,2.90%,,E02001967,IDAOPI (Income Deprivation Affecting Older People) Score (rate),TRUETRUE,,
E02001968,IDAOPI (Income Deprivation Affecting Older People) Score (rate),,3.39%,,E02001968,IDAOPI (Income Deprivation Affecting Older People) Score (rate),TRUETRUE,,
E02001969,IDAOPI (Income Deprivation Affecting Older People) Score (rate),,5.02%,,E02001969,IDAOPI (Income Deprivation Affecting Older People) Score (rate),TRUETRUE,,
E02001970,IDAOPI (Income Deprivation Affecting Older People) Score (rate),,3.46%,,E02001970,IDAOPI (Income Deprivation Affecting Older People) Score (rate),TRUETRUE,,
E02001971,IDAOPI (Income Deprivation Affecting Older People) Score (rate),,3.16%,,E02001971,IDAOPI (Income Deprivation Affecting Older People) Score (rate),TRUETRUE,,
E02001972,IDAOPI (Income Deprivation Affecting Older People) Score (rate),,5.77%,,E02001972,IDAOPI (Income Deprivation Affecting Older People) Score (rate),TRUETRUE,,
E02001973,IDAOPI (Income Deprivation Affecting Older People) Score (rate),,4.55%,,E02001973,IDAOPI (Income Deprivation Affecting Older People) Score (rate),TRUETRUE,,
E02001974,IDAOPI (Income Deprivation Affecting Older People) Score (rate),,2.78%,,E02001974,IDAOPI (Income Deprivation Affecting Older People) Score (rate),TRUETRUE,,
E02001975,IDAOPI (Income Deprivation Affecting Older People) Score (rate),,2.69%,,E02001975,IDAOPI (Income Deprivation Affecting Older People) Score (rate),TRUETRUE,,
E02001976,IDAOPI (Income Deprivation Affecting Older People) Score (rate),,4.05%,,E02001976,IDAOPI (Income Deprivation Affecting Older People) Score (rate),TRUETRUE,,
E02001977,IDAOPI (Income Deprivation Affecting Older People) Score (rate),,4.16%,,E02001977,IDAOPI (Income Deprivation Affecting Older People) Score (rate),TRUETRUE,,
E02001978,IDAOPI (Income Deprivation Affecting Older People) Score (rate),,2.48%,,E02001978,IDAOPI (Income Deprivation Affecting Older People) Score (rate),TRUETRUE,,
E02001979,IDAOPI (Income Deprivation Affecting Older People) Score (rate),,2.28%,,E02001979,IDAOPI (Income Deprivation Affecting Older People) Score (rate),TRUETRUE,,
E02001980,IDAOPI (Income Deprivation Affecting Older People) Score (rate),,2.14%,,E02001980,IDAOPI (Income Deprivation Affecting Older People) Score (rate),TRUETRUE,,
E02001981,IDAOPI (Income Deprivation Affecting Older People) Score (rate),,3.71%,,E02001981,IDAOPI (Income Deprivation Affecting Older People) Score (rate),TRUETRUE,,
E02001982,IDAOPI (Income Deprivation Affecting Older People) Score (rate),,2.27%,,E02001982,IDAOPI (Income Deprivation Affecting Older People) Score (rate),TRUETRUE,,
E02001983,IDAOPI (Income Deprivation Affecting Older People) Score (rate),,2.71%,,E02001983,IDAOPI (Income Deprivation Affecting Older People) Score (rate),TRUETRUE,,
E02001984,IDAOPI (Income Deprivation Affecting Older People) Score (rate),,2.72%,,E02001984,IDAOPI (Income Deprivation Affecting Older People) Score (rate),TRUETRUE,,
E02001985,IDAOPI (Income Deprivation Affecting Older People) Score (rate),,1.77%,,E02001985,IDAOPI (Income Deprivation Affecting Older People) Score (rate),TRUETRUE,,
E02001986,IDAOPI (Income Deprivation Affecting Older People) Score (rate),,4.45%,,E02001986,IDAOPI (Income Deprivation Affecting Older People) Score (rate),TRUETRUE,,
E02001987,IDAOPI (Income Deprivation Affecting Older People) Score (rate),,2.18%,,E02001987,IDAOPI (Income Deprivation Affecting Older People) Score (rate),TRUETRUE,,
E02001988,IDAOPI (Income Deprivation Affecting Older People) Score (rate),,2.65%,,E02001988,IDAOPI (Income Deprivation Affecting Older People) Score (rate),TRUETRUE,,
E02001989,IDAOPI (Income Deprivation Affecting Older People) Score (rate),,2.54%,,E02001989,IDAOPI (Income Deprivation Affecting Older People) Score (rate),TRUETRUE,,
E02001990,IDAOPI (Income Deprivation Affecting Older People) Score (rate),,2.23%,,E02001990,IDAOPI (Income Deprivation Affecting Older People) Score (rate),TRUETRUE,,
E02001991,IDAOPI (Income Deprivation Affecting Older People) Score (rate),,2.75%,,E02001991,IDAOPI (Income Deprivation Affecting Older People) Score (rate),TRUETRUE,,
E02001992,IDAOPI (Income Deprivation Affecting Older People) Score (rate),,4.70%,,E02001992,IDAOPI (Income Deprivation Affecting Older People) Score (rate),TRUETRUE,,
E02001993,IDAOPI (Income Deprivation Affecting Older People) Score (rate),,4.27%,,E02001993,IDAOPI (Income Deprivation Affecting Older People) Score (rate),TRUETRUE,,
E02001994,IDAOPI (Income Deprivation Affecting Older People) Score (rate),,3.83%,,E02001994,IDAOPI (Income Deprivation Affecting Older People) Score (rate),TRUETRUE,,
E02001995,IDAOPI (Income Deprivation Affecting Older People) Score (rate),,3.68%,,E02001995,IDAOPI (Income Deprivation Affecting Older People) Score (rate),TRUETRUE,,
E02001996,IDAOPI (Income Deprivation Affecting Older People) Score (rate),,5.72%,,E02001996,IDAOPI (Income Deprivation Affecting Older People) Score (rate),TRUETRUE,,
E02001997,IDAOPI (Income Deprivation Affecting Older People) Score (rate),,2.20%,,E02001997,IDAOPI (Income Deprivation Affecting Older People) Score (rate),TRUETRUE,,
