GeographyID,GeographyName,GeographyDescription,GeographyType,FamilyHub,PCD,OA11,LSOA11,MSOA,Ward,LTLA18CD,UTLA18CD,LAUA,CAUTH,REGION,CTRY,LAT,LONG,WestMidlandsPolice,WestMidlandsPoliceImpactAreas,PrimaryCareNetwork,CCG18CD
N81032,Ashfields P/Care Centre,,GP,,,,,,,,,,,,,,,,,,
N81033,Alderley Edge Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N81034,Boughton Medical Group,,GP,,,,,,,,,,,,,,,,,,
N81035,Appleton Village Surgery,,GP,,,,,,,,,,,,,,,,,,
N81036,Springfields Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N81037,The Beeches Medical Ctr,,GP,,,,,,,,,,,,,,,,,,
N81038,Laurel Bank Surgery,,GP,,,,,,,,,,,,,,,,,,
N81039,Oaklands,,GP,,,,,,,,,,,,,,,,,,
N81040,High Street Practice Winsford,,GP,,,,,,,,,,,,,,,,,,
N81041,Helsby Street Med/Ctr,,GP,,,,,,,,,,,,,,,,,,
N81042,Manchester Road Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N81043,Haslington Surgery,,GP,,,,,,,,,,,,,,,,,,
N81044,Hungerford Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N81045,Peelhouse Medical Plaza,,GP,,,,,,,,,,,,,,,,,,
N81046,Park Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N81047,The Kiltearn Medical Ctr.,,GP,,,,,,,,,,,,,,,,,,
N81048,Fearnhead Cross Med.Ctr.,,GP,,,,,,,,,,,,,,,,,,
N81049,Annandale Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N81050,The Great Sutton Med.Ctr. (Green),,GP,,,,,,,,,,,,,,,,,,
N81051,The Weaverham Surgery,,GP,,,,,,,,,,,,,,,,,,
N81052,Lawton House Surgery,,GP,,,,,,,,,,,,,,,,,,
N81053,Earnswood Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N81054,Weaver Vale Practice,,GP,,,,,,,,,,,,,,,,,,
N81055,Watling Street Surgery,,GP,,,,,,,,,,,,,,,,,,
N81056,Folly Lane Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N81057,Tower House Practice,,GP,,,,,,,,,,,,,,,,,,
N81059,Culcheth Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N81060,Neston Surgery,,GP,,,,,,,,,,,,,,,,,,
N81061,Witton Street Surgery,,GP,,,,,,,,,,,,,,,,,,
N81062,Cumberland House Surgery,,GP,,,,,,,,,,,,,,,,,,
N81063,York Road Group Practice,,GP,,,,,,,,,,,,,,,,,,
N81064,Newtown Surgery,,GP,,,,,,,,,,,,,,,,,,
N81065,Latchford Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N81066,Grove House Practice,,GP,,,,,,,,,,,,,,,,,,
N81067,Oakwood Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N81068,Grosvenor Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N81069,Chelford Surgery,,GP,,,,,,,,,,,,,,,,,,
N81070,Handforth Health Centre,,GP,,,,,,,,,,,,,,,,,,
N81071,Greenmoss Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N81072,Murdishaw,,GP,,,,,,,,,,,,,,,,,,
N81073,Priorslegh Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N81074,Launceston Close Surgery,,GP,,,,,,,,,,,,,,,,,,
N81075,Stockton Heath Med.Centre,,GP,,,,,,,,,,,,,,,,,,
N81077,The Health Centre (Holmes Chapel),,GP,,,,,,,,,,,,,,,,,,
N81079,The Elms Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N81080,Northgate Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N81081,Garden Lane Medical Ctr.,,GP,,,,,,,,,,,,,,,,,,
N81082,City Walls Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N81083,Parkview Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N81084,Rope Green Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N81085,Park Lane Surgery,,GP,,,,,,,,,,,,,,,,,,
N81086,Wilmslow Health Centre,,GP,,,,,,,,,,,,,,,,,,
N81087,Danebridge Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N81088,Park Green Surgery,,GP,,,,,,,,,,,,,,,,,,
N81089,Greenbank Surgery,,GP,,,,,,,,,,,,,,,,,,
N81090,Tudor Surgery,,GP,,,,,,,,,,,,,,,,,,
N81091,Whitby Group Practice Surgery (Black),,GP,,,,,,,,,,,,,,,,,,
N81092,Hope Farm Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N81093,Whitby Group Practice Surgery (Red),,GP,,,,,,,,,,,,,,,,,,
N81094,The Great Sutton Med.Ctr. (Red),,GP,,,,,,,,,,,,,,,,,,
N81095,The Great Sutton Med.Ctr. (Blue),,GP,,,,,,,,,,,,,,,,,,
N81096,Brookvale Practice,,GP,,,,,,,,,,,,,,,,,,
N81097,Dallam Lane Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N81100,Upton Village Surgery,,GP,,,,,,,,,,,,,,,,,,
N81101,The Handbridge Med.Ctr.,,GP,,,,,,,,,,,,,,,,,,
N81102,Fountains Medical Practice,,GP,,,,,,,,,,,,,,,,,,
N81107,Manchester Road Surgery,,GP,,,,,,,,,,,,,,,,,,
N81108,The Lakeside Surgery,,GP,,,,,,,,,,,,,,,,,,
N81109,Padgate Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N81111,Merepark Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N81112,The Schoolhouse Surgery,,GP,,,,,,,,,,,,,,,,,,
N81113,Middlewich Road Surgery,,GP,,,,,,,,,,,,,,,,,,
N81114,Birchwood Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N81115,Lache Health Centre,,GP,,,,,,,,,,,,,,,,,,
N81117,Old Hall Surgery,,GP,,,,,,,,,,,,,,,,,,
N81118,Meadowside Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N81119,Hough Green Health Park,,GP,,,,,,,,,,,,,,,,,,
N81120,Kelsall Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N81121,Northgate Village Surgery,,GP,,,,,,,,,,,,,,,,,,
N81122,Westbrook Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N81123,Willow Wood Surgery,,GP,,,,,,,,,,,,,,,,,,
N81125,Neston Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N81127,The Weaver Vale Surgery,,GP,,,,,,,,,,,,,,,,,,
N81607,Westminster Surgery,,GP,,,,,,,,,,,,,,,,,,
N81614,The Surgery,,GP,,,,,,,,,,,,,,,,,,
N81619,Oaks Place Surgery,,GP,,,,,,,,,,,,,,,,,,
N81623,Stretton Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N81624,The Village Surgeries Group,,GP,,,,,,,,,,,,,,,,,,
N81626,Western Ave Medical Ctre,,GP,,,,,,,,,,,,,,,,,,
N81628,The Eric Moore Partnership,,GP,,,,,,,,,,,,,,,,,,
N81632,Broken Cross Surgery,,GP,,,,,,,,,,,,,,,,,,
N81637,Cockhedge Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N81642,Waters Edge Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N81645,4 Seasons Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N81651,Upton Rocks Primary Care,,GP,,,,,,,,,,,,,,,,,,
N82001,The Margaret Thompson Med Centre,,GP,,,,,,,,,,,,,,,,,,
N82002,Yew Tree Centre,,GP,,,,,,,,,,,,,,,,,,
N82003,Dovecot Health Centre,,GP,,,,,,,,,,,,,,,,,,
N82004,Primary Care Connect Garston,,GP,,,,,,,,,,,,,,,,,,
N82009,Grassendale Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N82011,Priory Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N82014,Lance Lane Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N82018,Ellergreen Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N82019,Langbank Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N82022,Edge Hill Health Centre,,GP,,,,,,,,,,,,,,,,,,
N82024,West Derby Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N82026,Penny Lane Surgery,,GP,,,,,,,,,,,,,,,,,,
N82033,Dingle Park Practice,,GP,,,,,,,,,,,,,,,,,,
N82034,The Village Surgery,,GP,,,,,,,,,,,,,,,,,,
N82035,Mather Avenue Surgery,,GP,,,,,,,,,,,,,,,,,,
N82036,Primary Care Connect Netherley,,GP,,,,,,,,,,,,,,,,,,
N82037,Westmoreland GP Centre,,GP,,,,,,,,,,,,,,,,,,
N82039,Storrsdale Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N82041,Oakvale Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N82046,Sefton Park Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N82048,Walton Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N82049,Westminster Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N82050,Gateacre Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N82051,Health Action Breeze Hill,,GP,,,,,,,,,,,,,,,,,,
N82052,Townsend Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N82053,Aintree Park,,GP,,,,,,,,,,,,,,,,,,
N82054,Abercromby Family Practice,,GP,,,,,,,,,,,,,,,,,,
N82058,Rock Court Surgery,,GP,,,,,,,,,,,,,,,,,,
N82059,The Surgery,,GP,,,,,,,,,,,,,,,,,,
N82060,Health Action Stanley Road,,GP,,,,,,,,,,,,,,,,,,
N82062,Fulwood Green Medical Ctr,,GP,,,,,,,,,,,,,,,,,,
N82065,Earle Road Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N82066,Woolton House Medical Ctr,,GP,,,,,,,,,,,,,,,,,,
N82067,Dr B Das' Practice,,GP,,,,,,,,,,,,,,,,,,
N82070,The Elms Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N82073,The Ash Surgery,,GP,,,,,,,,,,,,,,,,,,
N82074,Old Swan Health Centre,,GP,,,,,,,,,,,,,,,,,,
N82076,Brownlow Health @ Princes Park,,GP,,,,,,,,,,,,,,,,,,
N82077,D.K. Shah,,GP,,,,,,,,,,,,,,,,,,
N82078,J.W. Roberts,,GP,,,,,,,,,,,,,,,,,,
N82079,Greenbank Road Surgery,,GP,,,,,,,,,,,,,,,,,,
N82081,Islington House Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N82082,Dr Prasad's Practice,,GP,,,,,,,,,,,,,,,,,,
N82083,Jubilee Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N82084,Gateacre Brow Surgery,,GP,,,,,,,,,,,,,,,,,,
N82086,Abingdon Family Health Care Centre,,GP,,,,,,,,,,,,,,,,,,
N82087,Gilmoss,,GP,,,,,,,,,,,,,,,,,,
N82089,Picton N'Hood Health & Children's Centre,,GP,,,,,,,,,,,,,,,,,,
N82090,Green Lane Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N82091,GP Practice Riverside (Dr Jude),,GP,,,,,,,,,,,,,,,,,,
N82092,The Valley Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N82093,Derby Lane Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N82094,Belle Vale Health Centre,,GP,,,,,,,,,,,,,,,,,,
N82095,Albion Surgery,,GP,,,,,,,,,,,,,,,,,,
N82097,The Grey Road Surgery,,GP,,,,,,,,,,,,,,,,,,
N82099,Mere Lane Group Practice,,GP,,,,,,,,,,,,,,,,,,
N82100,Healthaction Childwall,,GP,,,,,,,,,,,,,,,,,,
N82101,Kirkdale,,GP,,,,,,,,,,,,,,,,,,
N82103,Anfield Group Practice,,GP,,,,,,,,,,,,,,,,,,
N82104,Dr Ea Bainbridge's Practice,,GP,,,,,,,,,,,,,,,,,,
N82106,The Village Medical Ctre,,GP,,,,,,,,,,,,,,,,,,
N82107,Edge Hill Health @ Mossley Hill Surgery,,GP,,,,,,,,,,,,,,,,,,
N82108,Rutherford Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N82109,Speke HC - Dr Thakur,,GP,,,,,,,,,,,,,,,,,,
N82110,Long Lane,,GP,,,,,,,,,,,,,,,,,,
N82113,Fairfield Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N82115,Vauxhall Health Centre,,GP,,,,,,,,,,,,,,,,,,
N82116,Hunts Cross Health Ctr,,GP,,,,,,,,,,,,,,,,,,
N82117,Brownlow Group Practice,,GP,,,,,,,,,,,,,,,,,,
N82617,Brownlow at Marybone,,GP,,,,,,,,,,,,,,,,,,
N82621,Speke HC - Dr Mangarai,,GP,,,,,,,,,,,,,,,,,,
N82623,Healthaction Robson Street,,GP,,,,,,,,,,,,,,,,,,
N82633,Knotty Ash Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N82641,Sandringham Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N82645,Brownlow Health At Kensington,,GP,,,,,,,,,,,,,,,,,,
N82646,Dr Jude's Practice - Riverside,,GP,,,,,,,,,,,,,,,,,,
N82647,Primary Care Connect Anfield,,GP,,,,,,,,,,,,,,,,,,
N82648,Poulter Rd,,GP,,,,,,,,,,,,,,,,,,
N82650,Dr A Singh & Dr S Bicha,,GP,,,,,,,,,,,,,,,,,,
N82651,Dr Mahadanaarachchi's Practice,,GP,,,,,,,,,,,,,,,,,,
N82655,Moss Way,,GP,,,,,,,,,,,,,,,,,,
N82662,Dunstan Village Group Practice,,GP,,,,,,,,,,,,,,,,,,
N82663,Dr K Pramanik's Practice,,GP,,,,,,,,,,,,,,,,,,
N82664,Rocky Lane Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N82665,Primary Care Connect Everton,,GP,,,,,,,,,,,,,,,,,,
N82668,Walton Village Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N82669,Great Homer Street Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N82670,Primary Care Connect Park View,,GP,,,,,,,,,,,,,,,,,,
N82671,Dr Sn Ramamoorthy's Practice,,GP,,,,,,,,,,,,,,,,,,
N82676,Fir Tree,,GP,,,,,,,,,,,,,,,,,,
N82678,Stopgate,,GP,,,,,,,,,,,,,,,,,,
N83001,Rainbow Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N83002,Patterdale Lodge Med Ctre,,GP,,,,,,,,,,,,,,,,,,
N83003,Ormskirk House Surgery,,GP,,,,,,,,,,,,,,,,,,
N83005,Vista Road Surgery,,GP,,,,,,,,,,,,,,,,,,
N83006,Phoenix Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N83007,Lingholme Health Centre,,GP,,,,,,,,,,,,,,,,,,
N83008,Berrymead Family Med.Ctr.,,GP,,,,,,,,,,,,,,,,,,
N83009,Wingate Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N83010,Rainhill Village Surgery,,GP,,,,,,,,,,,,,,,,,,
N83012,Mill Street Medical Ctr.,,GP,,,,,,,,,,,,,,,,,,
N83013,Dr Kinloch & Partner,,GP,,,,,,,,,,,,,,,,,,
N83014,Dinas Lane Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N83015,Bluebell Lane Surgery,,GP,,,,,,,,,,,,,,,,,,
N83017,Hall Street Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N83018,Stockbridge Village HC,,GP,,,,,,,,,,,,,,,,,,
N83019,Billinge Medical Practice,,GP,,,,,,,,,,,,,,,,,,
N83020,Haydock Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N83021,Four Acre Health Centre,,GP,,,,,,,,,,,,,,,,,,
N83022,Lime Grove Surgery,,GP,,,,,,,,,,,,,,,,,,
N83023,Park House Surgery,,GP,,,,,,,,,,,,,,,,,,
N83024,Park House Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N83025,Cornerways Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N83026,Parkfield Surgery,,GP,,,,,,,,,,,,,,,,,,
N83027,Central Surgery,,GP,,,,,,,,,,,,,,,,,,
N83028,Aston Healthcare Limited,,GP,,,,,,,,,,,,,,,,,,
N83030,Dr M Suares' Practice,,GP,,,,,,,,,,,,,,,,,,
N83031,Roseheath Surgery,,GP,,,,,,,,,,,,,,,,,,
N83032,Millbrook Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N83033,Dr Ri King's Practice,,GP,,,,,,,,,,,,,,,,,,
N83035,The Spinney Medical Ctr.,,GP,,,,,,,,,,,,,,,,,,
N83041,Rainford Health Centre,,GP,,,,,,,,,,,,,,,,,,
N83043,Longview Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N83045,Newton Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N83047,Tarbock Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N83049,Kenneth Macrae Med Centre,,GP,,,,,,,,,,,,,,,,,,
N83050,The Bowery Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N83053,Longton Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N83054,Bethany Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N83055,Trentham Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N83060,Holly Bank Surgery,,GP,,,,,,,,,,,,,,,,,,
N83601,The Macmillan Surgery,,GP,,,,,,,,,,,,,,,,,,
N83603,Prescot Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N83604,Cornerstone Surgery,,GP,,,,,,,,,,,,,,,,,,
N83605,Hollies Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N83608,Dr Maassarani & Partners,,GP,,,,,,,,,,,,,,,,,,
N83609,Cedar Cross Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N83610,Colby Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N83614,Eccleston Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N83619,Roby Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N83620,Sandfield Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N83621,Hillside House Surgery,,GP,,,,,,,,,,,,,,,,,,
N83622,Primrose Medical Practice,,GP,,,,,,,,,,,,,,,,,,
N83624,Dr Rahil's Surgery,,GP,,,,,,,,,,,,,,,,,,
N83628,Newton Community Hospital Practice,,GP,,,,,,,,,,,,,,,,,,
N83633,Nutgrove Villa Surgery,,GP,,,,,,,,,,,,,,,,,,
N83635,The Crossroads Surgery,,GP,,,,,,,,,,,,,,,,,,
N83637,Newholme Surgery,,GP,,,,,,,,,,,,,,,,,,
N84001,42 Kingsway,,GP,,,,,,,,,,,,,,,,,,
N84002,Aintree Road Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N84003,High Pastures Surgery,,GP,,,,,,,,,,,,,,,,,,
N84004,Glovers Lane Surgery,,GP,,,,,,,,,,,,,,,,,,
N84005,Cumberland House Surgery,,GP,,,,,,,,,,,,,,,,,,
N84006,Chapel Lane Surgery,,GP,,,,,,,,,,,,,,,,,,
N84007,Liverpool Rd Medical Practice,,GP,,,,,,,,,,,,,,,,,,
N84008,Norwood Surgery,,GP,,,,,,,,,,,,,,,,,,
N84010,Maghull Health Centre (Dr Sapre),,GP,,,,,,,,,,,,,,,,,,
N84011,Eastview Surgery,,GP,,,,,,,,,,,,,,,,,,
N84012,Ainsdale Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N84013,Christiana Hartley Medical Practice,,GP,,,,,,,,,,,,,,,,,,
N84014,Ainsdale Village Surgery,,GP,,,,,,,,,,,,,,,,,,
N84015,Bootle Village Surgery,,GP,,,,,,,,,,,,,,,,,,
N84016,Moore Street Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N84017,Churchtown Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N84018,The Village Surgery Formby,,GP,,,,,,,,,,,,,,,,,,
N84019,Oliver - North Park Apms,,GP,,,,,,,,,,,,,,,,,,
N84020,Blundellsands Surgery,,GP,,,,,,,,,,,,,,,,,,
N84021,St Marks Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N84023,Bridge Road Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N84024,Grange Surgery,,GP,,,,,,,,,,,,,,,,,,
N84025,Westway Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N84026,Crosby Village Surgery,,GP,,,,,,,,,,,,,,,,,,
N84027,Orrell Park Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N84028,The Strand Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N84029,Ford Medical Practice,,GP,,,,,,,,,,,,,,,,,,
N84034,Park Street Surgery,,GP,,,,,,,,,,,,,,,,,,
N84035,15 Sefton Road,,GP,,,,,,,,,,,,,,,,,,
N84036,Freshfield Surgery,,GP,,,,,,,,,,,,,,,,,,
N84037,Lincoln House Surgery,,GP,,,,,,,,,,,,,,,,,,
N84038,Concept House Surgery,,GP,,,,,,,,,,,,,,,,,,
N84041,Kingsway Surgery,,GP,,,,,,,,,,,,,,,,,,
N84043,Seaforth Village Surgery,,GP,,,,,,,,,,,,,,,,,,
N84605,Litherland Practice,,GP,,,,,,,,,,,,,,,,,,
N84611,Roe Lane Surgery,,GP,,,,,,,,,,,,,,,,,,
N84613,The Corner Surgery (Dr Mulla),,GP,,,,,,,,,,,,,,,,,,
N84614,The Marshside Surgery (Dr Wainwright),,GP,,,,,,,,,,,,,,,,,,
N84615,Rawson Road Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N84617,Kew Surgery,,GP,,,,,,,,,,,,,,,,,,
N84618,The Hollies Surgery,,GP,,,,,,,,,,,,,,,,,,
N84621,Thornton Surgery,,GP,,,,,,,,,,,,,,,,,,
N84624,Maghull Health Centre,,GP,,,,,,,,,,,,,,,,,,
N84625,The Family Surgery,,GP,,,,,,,,,,,,,,,,,,
N84626,Hightown - Ashurst Healthcare Ltd,,GP,,,,,,,,,,,,,,,,,,
N84627,Crossways Practice,,GP,,,,,,,,,,,,,,,,,,
N84630,Netherton Surgery,,GP,,,,,,,,,,,,,,,,,,
N85001,TG Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N85002,Marine Lake Medical Practice,,GP,,,,,,,,,,,,,,,,,,
N85003,Allport Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N85005,Eastham Group Practice,,GP,,,,,,,,,,,,,,,,,,
N85006,Civic Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N85007,Heswall & Pensby Group Practice,,GP,,,,,,,,,,,,,,,,,,
N85008,West Wirral Group Practice,,GP,,,,,,,,,,,,,,,,,,
N85009,Commonfield Rd Surgery,,GP,,,,,,,,,,,,,,,,,,
N85012,St Georges Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N85013,Upton Group Practice,,GP,,,,,,,,,,,,,,,,,,
N85014,Townfield Health Centre,,GP,,,,,,,,,,,,,,,,,,
N85015,Devaney Med Ctr,,GP,,,,,,,,,,,,,,,,,,
N85016,Riverside Surgery,,GP,,,,,,,,,,,,,,,,,,
N85017,Cavendish Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N85018,Villa Med Ctr,,GP,,,,,,,,,,,,,,,,,,
N85019,Whetstone Lane Med Ctr,,GP,,,,,,,,,,,,,,,,,,
N85020,St Catherine's Surgery,,GP,,,,,,,,,,,,,,,,,,
N85021,Hamilton Med Ctr,,GP,,,,,,,,,,,,,,,,,,
N85022,Holmlands Med Ctr,,GP,,,,,,,,,,,,,,,,,,
N85023,Manor Health Ctr,,GP,,,,,,,,,,,,,,,,,,
N85024,Somerville Med Ctr,,GP,,,,,,,,,,,,,,,,,,
N85025,St Hilary Group Practice,,GP,,,,,,,,,,,,,,,,,,
N85027,Central Park Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N85028,Moreton Cross Group Practice,,GP,,,,,,,,,,,,,,,,,,
N85031,Gladstone Med Ctr,,GP,,,,,,,,,,,,,,,,,,
N85032,Greasby Group Practice,,GP,,,,,,,,,,,,,,,,,,
N85034,Parkfield Med Ctr,,GP,,,,,,,,,,,,,,,,,,
N85037,Heatherlands Med Ctr,,GP,,,,,,,,,,,,,,,,,,
N85038,Vittoria Med Ctr G,,GP,,,,,,,,,,,,,,,,,,
N85040,Moreton Health Clinic,,GP,,,,,,,,,,,,,,,,,,
N85044,Claughton Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N85046,Hoylake Rd Met Ctr,,GP,,,,,,,,,,,,,,,,,,
N85047,Orchard Surgery,,GP,,,,,,,,,,,,,,,,,,
N85048,Moreton Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N85051,Sunlight Group Practice,,GP,,,,,,,,,,,,,,,,,,
N85052,Grove Rd Surgery,,GP,,,,,,,,,,,,,,,,,,
N85053,Field Rd Health Ctr,,GP,,,,,,,,,,,,,,,,,,
N85054,Kings Lane Medical Practice,,GP,,,,,,,,,,,,,,,,,,
N85057,Teehey Lane Surgery,,GP,,,,,,,,,,,,,,,,,,
N85059,Hoylake & Meols Medical Ctr,,GP,,,,,,,,,,,,,,,,,,
N85616,Liscard Group Practice,,GP,,,,,,,,,,,,,,,,,,
N85617,Spital Surgery,,GP,,,,,,,,,,,,,,,,,,
N85620,The Village Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N85625,Miriam Primary Care Group,,GP,,,,,,,,,,,,,,,,,,
N85629,Egremont Med Ctr,,GP,,,,,,,,,,,,,,,,,,
N85633,Church Road Medical Practice,,GP,,,,,,,,,,,,,,,,,,
N85634,Vittoria Med Ctr K,,GP,,,,,,,,,,,,,,,,,,
N85640,Leasowe Medical Practice,,GP,,,,,,,,,,,,,,,,,,
N85643,Prenton Medical Centre_Murugesh V,,GP,,,,,,,,,,,,,,,,,,
N85648,Blackheath Med Ctr,,GP,,,,,,,,,,,,,,,,,,
P81002,Lancaster Medical Practice,,GP,,,,,,,,,,,,,,,,,,
P81003,St James' Medical Centre,,GP,,,,,,,,,,,,,,,,,,
P81004,Elizabeth Street Surgery,,GP,,,,,,,,,,,,,,,,,,
P81005,Little Harwood Health Centre,,GP,,,,,,,,,,,,,,,,,,
P81006,Garstang Medical Practice,,GP,,,,,,,,,,,,,,,,,,
P81008,Yorkshire Street Medical Centre,,GP,,,,,,,,,,,,,,,,,,
P81010,Withnell Health Centre,,GP,,,,,,,,,,,,,,,,,,
P81013,Queen Square Medical Practice,,GP,,,,,,,,,,,,,,,,,,
P81014,Ormskirk Medical Practice,,GP,,,,,,,,,,,,,,,,,,
P81015,Lytham Road Surgery,,GP,,,,,,,,,,,,,,,,,,
P81016,Waterloo Medical Centre,,GP,,,,,,,,,,,,,,,,,,
P81017,Whalley Medical Centre,,GP,,,,,,,,,,,,,,,,,,
P81018,St Fillan's Medical Ctre,,GP,,,,,,,,,,,,,,,,,,
P81020,Burnley Group Practice,,GP,,,,,,,,,,,,,,,,,,
P81022,Witton Medical Centre,,GP,,,,,,,,,,,,,,,,,,
P81025,The Richmond Hill Practice,,GP,,,,,,,,,,,,,,,,,,
P81027,Irwell Medical Practice,,GP,,,,,,,,,,,,,,,,,,
P81028,Manchester Road Surgery,,GP,,,,,,,,,,,,,,,,,,
P81029,Ash Trees Surgery,,GP,,,,,,,,,,,,,,,,,,
P81031,Poplar House Surgery,,GP,,,,,,,,,,,,,,,,,,
P81032,Reedyford Hlth Care Group,,GP,,,,,,,,,,,,,,,,,,
P81033,Coppull Medical Practice,,GP,,,,,,,,,,,,,,,,,,
P81035,Colne Road Surgery,,GP,,,,,,,,,,,,,,,,,,
P81036,Peel House Medical Practice,,GP,,,,,,,,,,,,,,,,,,
P81037,Ansdell Medical Centre,,GP,,,,,,,,,,,,,,,,,,
P81038,The Chorley Surgery,,GP,,,,,,,,,,,,,,,,,,
P81039,Manor Primary Care,,GP,,,,,,,,,,,,,,,,,,
P81040,Longton Health Centre,,GP,,,,,,,,,,,,,,,,,,
