survey,Please rate the quality of your experience:,I had a good time!,Did the event have an impact on your perception of Coventry?,This experience increases my pride in Coventry as an area.,Please indicate your gender?,What is your age bracket?,Do you identify as disabled?,Please indicate your ethnic origin and cultural background:,Ethnic Group,Sexuality
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,50 - 64,No,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,"Yes, it has improved",null,Female,20 - 34,No,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Agree,"Yes, it has improved",Agree,Female,65 +,No,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Good,Agree,"No, it is the same",Not Sure,Female,null,Prefer Not To Say,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,"Yes, it has improved",Agree,Female,50 - 64,No,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,"Yes, it has improved",Not Sure,Female,50 - 64,No,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Agree,"Yes, it has improved",Agree,Female,65 +,No,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,50 - 64,Prefer Not To Say,Any Other White Background,"White Other, White Irish, White Gypsy or Irish Traveller",null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,"No, it is the same",Agree,Female,50 - 64,No,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,35 - 49,No,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,"Yes, it has improved",Agree,Female,65 +,No,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Male,50 - 64,No,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Agree,"Yes, it has improved",Disagree,Female,65 +,No,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,"No, it is the same",Strongly Disagree,Female,65 +,No,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,"No, it is the same",Agree,Female,65 +,No,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,"Yes, it has improved",Not Sure,Female,50 - 64,No,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,65 +,No,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,null,Agree,Male,50 - 64,null,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,"No, it is the same",Agree,null,null,null,null,null,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,50 - 64,No,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,null,Strongly Agree,Female,65 +,No,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,"Yes, it has improved",Not Sure,Female,35 - 49,No,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,"No, it is the same",Agree,Female,35 - 49,No,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Male,50 - 64,Yes,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,"Yes, it has improved",Not Sure,Female,50 - 64,No,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,"No, it is the same",Agree,Female,65 +,Yes,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,"Yes, it has improved",Agree,Male,65 +,No,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,"Yes, it has improved",Disagree,Female,65 +,No,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,50 - 64,No,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Agree,"Yes, it has improved",Not Sure,Female,50 - 64,Yes,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Agree,"No, it is the same",Not Sure,Female,50 - 64,No,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,null,Strongly Disagree,Female,null,No,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,"Yes, it has improved",Agree,Female,65 +,No,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Agree,"No, it is the same",Disagree,Female,65 +,No,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,"No, it is the same",Strongly Agree,Female,65 +,No,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,35 - 49,No,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,"Yes, it has improved",Not Sure,Female,50 - 64,No,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,"Yes, it has improved",Agree,Female,50 - 64,No,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,"No, it is the same",null,Female,35 - 49,No,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,"Yes, it has improved",Agree,Female,65 +,No,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Agree,"Yes, it has worsened",Not Sure,null,null,null,null,null,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Agree,"No, it is the same",Not Sure,Female,50 - 64,No,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,"No, it is the same",Not Sure,Female,50 - 64,No,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,"Yes, it has improved",Not Sure,Male,50 - 64,No,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,"Yes, it has improved",Not Sure,Female,35 - 49,No,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Poor,Disagree,"No, it is the same",Not Sure,Female,20 - 34,No,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,50 - 64,No,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,50 - 64,No,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,null,No,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,50 - 64,No,Prefer Not To Say,Prefer Not To Say,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,"No, it is the same",Agree,Female,50 - 64,No,Black or Black British â€“ Caribbean,"Black, African, Caribbean, or Black British",null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Good,Agree,"No, it is the same",Disagree,Female,50 - 64,No,Asian or Asian British â€“ Chinese,Asian or Asian British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,"Yes, it has improved",Agree,Female,35 - 49,No,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,"Yes, it has improved",Agree,Female,50 - 64,No,White â€“ Irish,"White Other, White Irish, White Gypsy or Irish Traveller",null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,"No, it is the same",Not Sure,Female,null,No,Prefer Not To Say,Prefer Not To Say,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,"Yes, it has improved",Not Sure,Female,65 +,No,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,"No, it is the same",Strongly Agree,Female,65 +,No,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,35 - 49,No,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Good,Agree,"Yes, it has improved",Strongly Agree,Female,35 - 49,Yes,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,"No, it is the same",Agree,Female,50 - 64,No,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,"No, it is the same",Strongly Agree,Female,50 - 64,No,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,"Yes, it has improved",Not Sure,Other,20 - 34,Yes,Any Other White Background,"White Other, White Irish, White Gypsy or Irish Traveller",null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,50 - 64,Prefer Not To Say,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,"Yes, it has improved",null,null,null,null,null,null,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,"Yes, it has improved",Agree,Female,65 +,No,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,65 +,No,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,"No, it is the same",Not Sure,Female,35 - 49,Yes,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Good,Disagree,"No, it is the same",Strongly Disagree,Male,35 - 49,No,Asian or Asian British â€“ Indian,Asian or Asian British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,"No, it is the same",Agree,Female,50 - 64,No,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,"Yes, it has improved",Agree,Female,50 - 64,No,Any Other Mixed Background,Mixed or multiple ethnic group,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Agree,"No, it is the same",Agree,Female,50 - 64,Yes,Asian or Asian British â€“ Indian,Asian or Asian British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,50 - 64,No,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,"No, it is the same",Not Sure,Female,50 - 64,No,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Agree,"Yes, it has improved",Agree,Female,50 - 64,No,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,50 - 64,Yes,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Good,Agree,"Yes, it has improved",Strongly Agree,Female,35 - 49,No,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Good,Strongly Agree,"No, it is the same",Agree,Female,65 +,No,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,"Yes, it has improved",Agree,Female,35 - 49,No,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,50 - 64,No,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,"Yes, it has improved",Not Sure,Female,50 - 64,No,White â€“ Irish,"White Other, White Irish, White Gypsy or Irish Traveller",null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,65 +,No,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Strongly Agree,"No, it is the same",Not Sure,Female,50 - 64,No,White â€“ British,White British,null
"Daniel Lismore: Be Yourself, Everyone Else Is Already Taken",Very Good,Agree,"No, it is the same",Agree,Female,50 - 64,No,Any Other White Background,"White Other, White Irish, White Gypsy or Irish Traveller",null
