Metric Type Identifier,Measurement Unit,Measurement Unit (Short Label),MetricTypeKey,Source,Hyperlink,Theme,Subcategory,MetricTypes_Key,Metric Type (Short Label),Metric Type
24,dwellings,,24-lgip,LGInformPlus,http://id.esd.org.uk/metricType/24,Unspecified,Unspecified,11229,"Vacant dwellings, PRP owned - 24",Number of vacant dwellings in the area owned by private registered providers - 24
3537,dwellings,,3537-lgip,LGInformPlus,http://id.esd.org.uk/metricType/3537,Unspecified,Unspecified,11961,Dwellings Band F - 3537,Number of chargeable dwellings - Council Tax band F - 3537
3538,dwellings,,3538-lgip,LGInformPlus,http://id.esd.org.uk/metricType/3538,Unspecified,Unspecified,11962,Dwellings Band G - 3538,Number of chargeable dwellings - Council Tax band G - 3538
3539,dwellings,,3539-lgip,LGInformPlus,http://id.esd.org.uk/metricType/3539,Unspecified,Unspecified,11963,Dwellings Band H - 3539,Number of chargeable dwellings - Council Tax band H - 3539
3540,dwellings,,3540-lgip,LGInformPlus,http://id.esd.org.uk/metricType/3540,Unspecified,Unspecified,11964,Dwellings Total - 3540,Number of chargeable dwellings - Total - 3540
6,schools,,6-lgip,LGInformPlus,http://id.esd.org.uk/metricType/6,Unspecified,Unspecified,6,Special measures - all - 6,Total number of schools judged as requiring special measures - 6
86,cases,,86-lgip,LGInformPlus,http://id.esd.org.uk/metricType/86,Unspecified,Unspecified,119,Total ombudsman complaints determined - 86,"Local Government Ombudsman - Complaints to the local government ombudsman, total complaints determined (excluding premature complaints) - 86"
87,cases,,87-lgip,LGInformPlus,http://id.esd.org.uk/metricType/87,Unspecified,Unspecified,120,Ombudsman complaints locally settled - 87,"Local Government Ombudsman - Complaints to the local government ombudsman, local settlements - 87"
88,cases,,88-lgip,LGInformPlus,http://id.esd.org.uk/metricType/88,Unspecified,Unspecified,121,Ombudsman complaints resulting in maladministration and no injustice reports - 88,"Local Government Ombudsman - Complaints to the local government ombudsman, decisions with maladministration - 88"
89,cases,,89-lgip,LGInformPlus,http://id.esd.org.uk/metricType/89,Unspecified,Unspecified,122,Ombudsman complaints resulting in maladministration and injustice reports - 89,"Local Government Ombudsman - Complaints to the local government ombudsman, maladministration and injustice reports - 89"
90,cases,,90-lgip,LGInformPlus,http://id.esd.org.uk/metricType/90,Unspecified,Unspecified,123,Ombudsman complaints resulting in no maladministration reports - 90,"Local Government Ombudsman - Complaints to the local government ombudsman, no maladministration reports - 90"
155,diplomas,,155-lgip,LGInformPlus,http://id.esd.org.uk/metricType/155,Unspecified,Unspecified,149,Take up of 14-19 learning Diplomas - 155,Take up of 14-19 learning Diplomas - 155
186,enterprises,,186-lgip,LGInformPlus,http://id.esd.org.uk/metricType/186,Unspecified,Unspecified,174,Number of active enterprises - 186,Number of active enterprises - 186
304,casualties,,304-lgip,LGInformPlus,http://id.esd.org.uk/metricType/304,Unspecified,Unspecified,232,Road deaths and serious injuries - 304,People killed or seriously injured in road traffic accidents - 304
306,schools,,306-lgip,LGInformPlus,http://id.esd.org.uk/metricType/306,Unspecified,Unspecified,234,Special measures - primary - 306,Number of primary schools judged as requiring special measures - 306
307,schools,,307-lgip,LGInformPlus,http://id.esd.org.uk/metricType/307,Unspecified,Unspecified,235,Special measures - secondary - 307,Number of secondary schools judged as requiring special measures - 307
308,schools,,308-lgip,LGInformPlus,http://id.esd.org.uk/metricType/308,Unspecified,Unspecified,236,Special measures - special schools - 308,Number of special schools judged as requiring special measures - 308
309,schools,,309-lgip,LGInformPlus,http://id.esd.org.uk/metricType/309,Unspecified,Unspecified,237,Special measures - PRUs - 309,Number of pupil referral units (PRUs) judged as requiring special measures - 309
327,casualties,,327-lgip,LGInformPlus,http://id.esd.org.uk/metricType/327,Unspecified,Unspecified,255,Fire fatalities in dwellings - annual - 327,Number of fatal casualties in primary fires in dwellings - annual - 327
371,ratio,,371-lgip,LGInformPlus,http://id.esd.org.uk/metricType/371,Unspecified,Unspecified,278,"Pupil:adult ratio, nursery - 371",Pupil - adult ratio in local authority maintained nursery schools - 371
373,ratio,,373-lgip,LGInformPlus,http://id.esd.org.uk/metricType/373,Unspecified,Unspecified,280,"Pupil:teacher ratio, primary - 373",Pupil - teacher ratio in local authority maintained primary schools - 373
374,ratio,,374-lgip,LGInformPlus,http://id.esd.org.uk/metricType/374,Unspecified,Unspecified,281,"Pupil:adult ratio, primary - 374",Pupil - adult ratio in local authority maintained primary schools - 374
376,ratio,,376-lgip,LGInformPlus,http://id.esd.org.uk/metricType/376,Unspecified,Unspecified,283,"Pupil:teacher ratio, secondary - 376",Pupil - teacher ratio in local authority maintained secondary schools - 376
377,ratio,,377-lgip,LGInformPlus,http://id.esd.org.uk/metricType/377,Unspecified,Unspecified,284,"Pupil:adult ratio, secondary - 377",Pupil - adult ratio in local authority maintained secondary schools - 377
378,rank,,378-lgip,LGInformPlus,http://id.esd.org.uk/metricType/378,Unspecified,Unspecified,285,IMD: Extent (2010) rank single tier and district - 378,IMD - Extent (2010) rank single tier and district - 378
379,rank,,379-lgip,LGInformPlus,http://id.esd.org.uk/metricType/379,Unspecified,Unspecified,286,IMD: Income district rank - 379,IMD - Income Deprivation district rank - 379
380,rank,,380-lgip,LGInformPlus,http://id.esd.org.uk/metricType/380,Unspecified,Unspecified,287,IMD: Employment (2010) rank by count - 380,IMD - Employment (2010) rank by count - 380
381,rank,,381-lgip,LGInformPlus,http://id.esd.org.uk/metricType/381,Unspecified,Unspecified,288,IMD: IDAOPI district rank - 381,IMD - Income Deprivation Affecting Older People Index (IDAOPI) district rank - 381
382,rank,,382-lgip,LGInformPlus,http://id.esd.org.uk/metricType/382,Unspecified,Unspecified,289,IMD: IDACI district rank - 382,IMD - Income Deprivation Affecting Children Index (IDACI) district rank - 382
391,rank,,391-lgip,LGInformPlus,http://id.esd.org.uk/metricType/391,Unspecified,Unspecified,298,IMD: Barriers to Housing and Services district rank - 391,IMD - Barriers to Housing and Services district rank - 391
392,rank,,392-lgip,LGInformPlus,http://id.esd.org.uk/metricType/392,Unspecified,Unspecified,299,IMD: Crime district rank - 392,IMD - Crime district rank - 392
393,rank,,393-lgip,LGInformPlus,http://id.esd.org.uk/metricType/393,Unspecified,Unspecified,300,IMD: Education Skills and Training Deprivation district rank - 393,IMD - Education Skills and Training Deprivation district rank - 393
394,rank,,394-lgip,LGInformPlus,http://id.esd.org.uk/metricType/394,Unspecified,Unspecified,301,IMD: Employment district rank - 394,IMD - Employment district rank - 394
395,rank,,395-lgip,LGInformPlus,http://id.esd.org.uk/metricType/395,Unspecified,Unspecified,302,IMD: Health Deprivation and Disability district rank - 395,IMD - Health Deprivation and Disability district rank - 395
396,rank,,396-lgip,LGInformPlus,http://id.esd.org.uk/metricType/396,Unspecified,Unspecified,303,IMD: Income Deprivation average rank - 396,IMD - Income Deprivation rank - 396
397,rank,,397-lgip,LGInformPlus,http://id.esd.org.uk/metricType/397,Unspecified,Unspecified,304,IMD: Living Environment Deprivation district rank - 397,IMD - Living Environment Deprivation district rank - 397
398,rank,,398-lgip,LGInformPlus,http://id.esd.org.uk/metricType/398,Unspecified,Unspecified,305,IMD: Overall district rank - 398,IMD - Overall district rank - 398
453,crimes,,453-lgip,LGInformPlus,http://id.esd.org.uk/metricType/453,Unspecified,Unspecified,337,Interfering with a motor vehicle offences - annual - 453,Crime - Interfering with a motor vehicle offences recorded - annual - 453
454,crimes,,454-lgip,LGInformPlus,http://id.esd.org.uk/metricType/454,Unspecified,Unspecified,338,Burglary in a building other than a dwelling offences recorded - 454,Burglary in a building other than a dwelling offences recorded - 454
455,crimes,,455-lgip,LGInformPlus,http://id.esd.org.uk/metricType/455,Unspecified,Unspecified,339,Burglary in a dwelling offences recorded - 455,Burglary in a dwelling offences recorded - 455
456,crimes,,456-lgip,LGInformPlus,http://id.esd.org.uk/metricType/456,Unspecified,Unspecified,340,Criminal damage and arson offences recorded - 456,Criminal damage and arson offences recorded - 456
457,crimes,,457-lgip,LGInformPlus,http://id.esd.org.uk/metricType/457,Unspecified,Unspecified,341,Drug offences recorded - 457,Drug offences recorded - 457
459,crimes,,459-lgip,LGInformPlus,http://id.esd.org.uk/metricType/459,Unspecified,Unspecified,342,Vehicle offences recorded - 459,Vehicle offences recorded - 459
461,crimes,,461-lgip,LGInformPlus,http://id.esd.org.uk/metricType/461,Unspecified,Unspecified,343,Other theft offences recorded - 461,Other theft offences recorded - 461
462,crimes,,462-lgip,LGInformPlus,http://id.esd.org.uk/metricType/462,Unspecified,Unspecified,344,Robbery offences recorded - 462,Robbery offences recorded - 462
463,crimes,,463-lgip,LGInformPlus,http://id.esd.org.uk/metricType/463,Unspecified,Unspecified,345,Sexual offences recorded - 463,Sexual offences recorded - 463
464,crimes,,464-lgip,LGInformPlus,http://id.esd.org.uk/metricType/464,Unspecified,Unspecified,346,Violence against the person - with injury offences recorded - 464,Violence against the person - with injury offences recorded - 464
465,crimes,,465-lgip,LGInformPlus,http://id.esd.org.uk/metricType/465,Unspecified,Unspecified,347,Violence against the person - without injury offences recorded - 465,Violence against the person - without injury offences recorded - 465
513,vacancies,,513-lgip,LGInformPlus,http://id.esd.org.uk/metricType/513,Unspecified,Unspecified,363,Live unfilled vacancies - 513,Jobcentre plus vacancies - Number of live unfilled vacancies - 513
545,applications,,545-lgip,LGInformPlus,http://id.esd.org.uk/metricType/545,Unspecified,Unspecified,395,County matter planning applications received and processed (Quarterly) - 545,Number of county matter applications received (Quarterly) - 545
546,applications,,546-lgip,LGInformPlus,http://id.esd.org.uk/metricType/546,Unspecified,Unspecified,396,No. county matter planning applications processed in timely manner (Quarterly) - 546,Number of county matter planning applications processed in 13 weeks (Quarterly) - 546
695,places,,695-lgip,LGInformPlus,http://id.esd.org.uk/metricType/695,Unspecified,Unspecified,501,Secondary school surplus places - 695,School Places - Number of surplus places in secondary schools - 695
727,casualties,,727-lgip,LGInformPlus,http://id.esd.org.uk/metricType/727,Unspecified,Unspecified,507,Total fire fatalities - annual - 727,Number of fatal casualties - annual - 727
729,casualties,,729-lgip,LGInformPlus,http://id.esd.org.uk/metricType/729,Unspecified,Unspecified,509,Fire fatalities in other buildings - annual - 729,Number of fatal casualties in other buildings - annual - 729
731,casualties,,731-lgip,LGInformPlus,http://id.esd.org.uk/metricType/731,Unspecified,Unspecified,511,Fire fatalities in road vehicle fires - annual - 731,Number of fatal casualties in road vehicle fires - annual - 731
733,casualties,,733-lgip,LGInformPlus,http://id.esd.org.uk/metricType/733,Unspecified,Unspecified,513,Fire fatalities in other fires - annual - 733,Number of fatal casualties in other fires - annual - 733
735,casualties,,735-lgip,LGInformPlus,http://id.esd.org.uk/metricType/735,Unspecified,Unspecified,515,Total non-fatal fire casualties - annual - 735,Number of non-fatal casualties in fires - annual - 735
737,casualties,,737-lgip,LGInformPlus,http://id.esd.org.uk/metricType/737,Unspecified,Unspecified,517,Non-fatal casualties in dwellings - annual - 737,Number of non-fatal casualties in dwelling fires - annual - 737
739,casualties,,739-lgip,LGInformPlus,http://id.esd.org.uk/metricType/739,Unspecified,Unspecified,519,Non-fatal casualties in other buildings - annual - 739,Number of non-fatal casualties in fires in other buildings - annual - 739
741,casualties,,741-lgip,LGInformPlus,http://id.esd.org.uk/metricType/741,Unspecified,Unspecified,521,Non-fatal casualties in road vehicle - annual - 741,Number of non-fatal casualties in road vehicle fires - annual - 741
743,casualties,,743-lgip,LGInformPlus,http://id.esd.org.uk/metricType/743,Unspecified,Unspecified,523,Non-fatal casualties in other fires - annual - 743,Number of non-fatal casualties in other fires - annual - 743
945,casualties,,945-lgip,LGInformPlus,http://id.esd.org.uk/metricType/945,Unspecified,Unspecified,666,"Non-fatal fire casualties, hospital slight - quarterly - 945","Number of non-fatal casualties, hospital slight - quarterly - 945"
946,casualties,,946-lgip,LGInformPlus,http://id.esd.org.uk/metricType/946,Unspecified,Unspecified,667,"Non-fatal fire casualties, first aid - quarterly - 946","Number of non-fatal casualties, first aid - quarterly - 946"
947,casualties,,947-lgip,LGInformPlus,http://id.esd.org.uk/metricType/947,Unspecified,Unspecified,668,"Non-fatal fire casualties, precautionary check - quarterly - 947","Number of non-fatal casualties, precautionary check - quarterly - 947"
949,casualties,,949-lgip,LGInformPlus,http://id.esd.org.uk/metricType/949,Unspecified,Unspecified,670,Fire fatalities in accidental dwelling fires - quarterly - 949,Fatal casualties in accidental dwelling fires - quarterly - 949
950,casualties,,950-lgip,LGInformPlus,http://id.esd.org.uk/metricType/950,Unspecified,Unspecified,671,Non-fatal fire casualties in accidental dwelling fires - quarterly - 950,Non-fatal casualties in accidental dwelling fires - quarterly - 950
951,casualties,,951-lgip,LGInformPlus,http://id.esd.org.uk/metricType/951,Unspecified,Unspecified,672,Non-fatal casualties exc. precautionary checks and first aid cases in accidental dwelling fires - quarterly - 951,Non-fatal casualties excluding precautionary checks and first aid cases in accidental dwelling fires - quarterly - 951
956,visits,,956-lgip,LGInformPlus,http://id.esd.org.uk/metricType/956,Unspecified,Unspecified,677,Home Fire Risk Checks carried out by Fire and Rescue Service - 956,Home Fire Risk Checks carried out by Fire and Rescue Service (Number of visits) - 956
